,run,swim,limp,trudge,drift,hike,stagger,stride,gallop,taxi,cycle,skate,cross,walk,hasten,vault,hop,paddle,sail,row,tumble,descend,bike,scramble,exit,dash,glide,trot,inch,march,race,travel,canoe,scurry,float,creep,meander,ride,go,chase,rush,arrive,stumble,hurry,dart,speed,kayak,lurch,trek,fly,plunge,depart,journey,ascend,flee,wander,climb,raft,crawl,present,deliver,rent,read,pay,teach,offer,lease,relay,pass,award,trade,promise,sell,give,yield,transfer,allocate,dictate,allot,bequeath,explain,guarantee,grant,refund,ask,cede,assign,feed,tell,issue,deny,mail,forward,show
march,0.8038018086921644,0.2288334929274456,0.473257656974739,0.03639975321050984,0.4679430695367299,0.36058657336692573,0.0057553063206618755,0.3275977788945885,0.31817859184557323,0.3068234316183486,0.20459156433966305,0.4689866272329305,0.4890152199363507,0.7143236012110394,0.4732411923375732,0.21877735479368063,0.0,0.34155232608045466,0.7391632767842106,0.2410632545825125,0.14634086785239236,0.5523451751628493,0.013757813539876276,0.33799770838330556,0.0315231109717857,0.014097563799036457,0.20076386961701004,0.03639975321050984,0.02729981490788238,0.9999999999999993,0.3670308448726407,0.7802884896590756,0.0105077036572619,0.2848731289002067,0.164503382407418,0.293579605752389,0.374775393280517,0.6375818770492728,0.7726404290353517,0.31609951662411784,0.47054725096327477,0.5194222432329332,0.29203443243783805,0.5003372918158735,0.2848731289002067,0.005253851828630949,0.0,0.1276709374764349,0.0454996915131373,0.6735698801705007,0.21111856862095707,0.5387014698771939,0.5905318290985945,0.5784087049336678,0.7557282309954817,0.32181267335667785,0.4650395895315277,0.25805568922539396,0.3353446929011253,0.742604995753118,0.7067033802252142,0.5040548396605125,0.5101181054923603,0.8148005329670188,0.6089039126654006,0.7156864349082751,0.5608522630747355,0.5045157336546243,0.653099056128398,0.6801974538129024,0.3342053792006872,0.6616311698604737,0.612074754496114,0.7627427593154249,0.5758198971771058,0.7653436107846019,0.6866496716973594,0.3532106457042229,0.475053894432519,0.38236174008370244,0.5188397017019797,0.3911996610631322,0.754698278247328,0.18873095105212115,0.4263129927417861,0.37790894948071474,0.7765764293772495,0.4224096870219285,0.45891125097374513,0.639539022092702,0.4946304206400828,0.44571733659712326,0.6466590858602715,0.7135508973959812
race,0.42068801817503654,0.15086817960932453,0.22739550027311953,0.0,0.22880177334551838,0.2038331626959285,0.0,0.13888888888888884,0.20135623211363202,0.14048787173725405,0.05735393346764042,0.22558432272798648,0.24954924958062027,0.3797929783362823,0.2687590657364229,0.15713484026367716,0.0,0.24246432248443592,0.3149839298012802,0.10301918332728115,0.043581363364040886,0.28992122995588643,0.0,0.1428571428571428,0.0320750149549792,0.043033148291193514,0.15320911995683126,0.0,0.0,0.3670308448726407,1.0,0.4492060337954396,0.0320750149549792,0.14907119849998593,0.13594129056948437,0.18425693279752214,0.13074409009212265,0.322734059583497,0.4531035874041635,0.2799404952076463,0.38397170179724405,0.32524076572668603,0.3146266024828462,0.41400383688407066,0.14907119849998593,0.0,0.0,0.11860999914758137,0.02777777777777777,0.40423467052035217,0.1222222222222222,0.29695693545824925,0.3032120727515008,0.2780129297823235,0.39552695599283966,0.1982706258264875,0.2604668607326321,0.16217787759994703,0.24633231954107324,0.38673191392751927,0.40412466605866376,0.2836866335785224,0.25641652614621024,0.416181183174319,0.2831178256063839,0.3876990451215398,0.27296155171899333,0.31562785508336405,0.35712316642027375,0.3800747574808528,0.18842689520257117,0.31426968052735443,0.34837470993685987,0.39936300819335613,0.2915817235431925,0.40063865199053444,0.38883560925011074,0.14740795291812,0.22814282435444375,0.21154925294066407,0.24579747316596232,0.16949172662437553,0.3841072578055902,0.13555428474009298,0.271763806421928,0.21717119838308593,0.40070177244185995,0.288675134594813,0.25469772581944666,0.3626991082685155,0.27246926234226765,0.24534738205601747,0.30368341795529763,0.36847406114801523
travel,0.818590919333742,0.2988428916136546,0.4445746482905934,0.0677303074490132,0.4769460170677275,0.4949759898747614,0.004079657869759056,0.2402813288072135,0.3548151159348344,0.32442596713643695,0.28894021393738384,0.326901204448171,0.4396593548711555,0.7627106266034797,0.4853549952987136,0.17104485603231057,0.0,0.2977107194735411,0.7127490982640938,0.23538453360652398,0.10310142852215677,0.6249349159815264,0.026818680912277265,0.2870474934743893,0.014896804281136718,0.0016655133510065797,0.3024125375612087,0.03547778009234025,0.04112197237975801,0.7802884896590756,0.4492060337954396,1.0000000000000073,0.0353799101676997,0.21347177710244927,0.16428266437421382,0.310697867314463,0.29855137584330066,0.6153456187382913,0.8984080782885189,0.4439858709532573,0.5145694041055868,0.4927788105568312,0.2892038384558794,0.6073332945146811,0.22068366146401852,0.009310502675710446,0.0709555601846805,0.11460021845808624,0.0338651537245066,0.822539286381256,0.22318748930817683,0.5370166871566967,0.7118511205124561,0.556696918000314,0.7985020804258092,0.39188060663208535,0.45492160399181913,0.3100278864916397,0.4356950187357414,0.8527410085743194,0.8799189862262945,0.6255542455867839,0.6244061538405968,0.8754571050167239,0.7168745756224315,0.863509643815016,0.7347779237136456,0.6768160250554477,0.8169051694958809,0.8261669062185553,0.43391519248692656,0.7316695253335076,0.8060023872302935,0.8854691608024038,0.5891297478658346,0.8743687266178387,0.8163278777821383,0.49365716759039446,0.5800465489279046,0.48744439299205594,0.5803444412013968,0.3877762245197439,0.8583202662706403,0.30838771233141654,0.4332641327474014,0.425817467868062,0.8835581643850411,0.5978584118162874,0.5462255956399762,0.786543156425871,0.5413104353910126,0.5976733874722714,0.6870594183150078,0.8332913426486694
canoe,0.015448473956493767,0.03135736227945324,0.0,0.0,0.0,0.06052275326688023,0.0,0.0,0.0,0.05407380704358751,0.0,0.0,0.00790668254751806,0.046001449988555744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0105077036572619,0.0320750149549792,0.0353799101676997,1.0,0.0,0.0,0.08703882797784891,0.0,0.034050261230349946,0.034105828520256745,0.0,0.005070331610024241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28867513459481287,0.05644243661406687,0.0,0.11572751247156893,0.03462716805322221,0.0058249901557749575,0.06775445111960351,0.0936585811581694,0.0,0.0,0.05688801239885743,0.011079354770461488,0.023660770282999833,0.049968779266390796,0.02422507915557543,0.03309567168867247,0.0,0.018387161050444606,0.011346798626163276,0.03770230905437058,0.029121181617426908,0.024264123919712836,0.01977969430323089,0.024014605321403704,0.011737660545701164,0.018467605490875526,0.0,0.011240710054916496,0.0,0.0,0.0,0.0,0.0722944039067821,0.08006407690254357,0.0047239759958005185,0.0,0.0,0.048535683811629024,0.0214374001097206,0.022222222222222237,0.0,0.005907961912673926,0.0,0.0,0.0,0.02615128136345693
scurry,0.33847637448137813,0.07286792513358903,0.26919095102908275,0.0,0.18934585248125155,0.04688072309384954,0.0,0.22360679774997896,0.09534625892455922,0.12565617248750865,0.0,0.20952908873087345,0.26947755850651933,0.2708075315547461,0.19316685232156383,0.15811388300841894,0.0,0.19518001458970663,0.3564749362371628,0.11846977555181848,0.08770580193070293,0.18126764131154624,0.0,0.31943828249996997,0.0,0.11547005383792516,0.0,0.0,0.0,0.2848731289002067,0.14907119849998593,0.21347177710244927,0.0,0.9999999999999999,0.17866224979342138,0.13483997249264842,0.2631174057921088,0.22418936095456762,0.1984756544574112,0.047946330148538406,0.12567878326638673,0.2571385202167015,0.12060453783110545,0.1120224067222407,0.19999999999999998,0.0,0.0,0.06819943394704735,0.0,0.20610915319561166,0.08944271909999159,0.2091650066335189,0.18775462327503717,0.33388933000405063,0.2974001089266687,0.07254762501100116,0.3335687382590963,0.0932504808240314,0.044065264923923174,0.2424423842968739,0.19243931545544518,0.15482259994323683,0.11258799375612011,0.27659675771330783,0.1955401818522215,0.20651818874397634,0.1494162711804585,0.1168163320649139,0.1704319532662215,0.25238878565794054,0.06128514130358956,0.20461796624618925,0.1363792914508094,0.2033475192842526,0.23141286171755018,0.24727927054391097,0.2119785518112397,0.0,0.10063092108532556,0.05872202195147035,0.11199800894198378,0.18605210188381271,0.25797191307062806,0.0,0.21035158095583562,0.09398894754961407,0.24008552235828104,0.06885303726590968,0.12060453783110534,0.1784752171629479,0.18176811485266764,0.1282472940106443,0.2516504486459654,0.20546076803966773
float,0.19470457568844346,0.28342898077171175,0.16231813065524242,0.0,0.16722268019441874,0.03140930797458586,0.015791661046371638,0.1248440423597306,0.053233678527649465,0.0701562952407766,0.0057282375194650185,0.1169841824681977,0.16139673553552109,0.1655210729030159,0.12510463852715512,0.08827806894330609,0.0,0.15256193978073035,0.21764556634022378,0.08598718631997632,0.08814215189742516,0.20409728322852091,0.0,0.17834863194247227,0.0,0.012893837251531998,0.08100951188521846,0.0,0.0,0.164503382407418,0.13594129056948437,0.16428266437421382,0.0,0.17866224979342138,0.9999999999999996,0.09786892719345469,0.1469035864957086,0.13547735867375393,0.13195425892122367,0.19273948230771043,0.08025570142675896,0.2088224842293957,0.07406945584569127,0.06254429753834129,0.133996687345066,0.0,0.0,0.03807707594880411,0.0,0.1527355980650556,0.3395757952184673,0.123454103083787,0.11980236929798005,0.2156390479803369,0.18557891147854721,0.048605707131131076,0.1702746892517801,0.09371441642816107,0.034443497239599226,0.14374547065407325,0.1265435399682441,0.09508452945999399,0.07333675512988161,0.16783836130106325,0.11896190760189129,0.13120701933196346,0.09225494240791904,0.0864176125831753,0.10690998962465077,0.14421156593777498,0.03934919502449406,0.12670499307156874,0.0905822329711804,0.12590726900665777,0.1292023203299732,0.15575596880688225,0.12842425623018072,0.007571521941231479,0.058993419055884164,0.03278565173208865,0.07086809921860318,0.11080162367118941,0.15506290053585062,0.007615415189760821,0.11744339594116436,0.05457489968102226,0.15513615434304287,0.05189669385344031,0.07406945584569119,0.11344336555153496,0.11230972201015786,0.09165180031144034,0.1485300095280933,0.12376052652149873
creep,0.3630466081492758,0.143288673217222,0.21778620259218834,0.0,0.22630095274240727,0.1738383738412788,0.04767312946227962,0.15075567228888181,0.1607060866333062,0.12707606131310364,0.017292861596651866,0.14126448280440335,0.22297303580975866,0.2690629060415872,0.2604661305353115,0.10660035817780521,0.0,0.23028309323591914,0.3411211461689768,0.13977653617040256,0.059131239598908265,0.34626342005029553,0.0,0.1292191476761844,0.0,0.0,0.1711905958155815,0.0,0.07537783614444091,0.293579605752389,0.18425693279752214,0.310697867314463,0.08703882797784891,0.13483997249264842,0.09786892719345469,0.9999999999999996,0.1773937187967248,0.2800691614188639,0.3121524879992268,0.25860327353409435,0.16814128962310446,0.2127633810923067,0.08131156281817417,0.1510509824098721,0.13483997249264842,0.04351941398892445,0.0,0.045980048987170286,0.0,0.2926555760671006,0.09045340337332909,0.2618924633082486,0.24412655800710242,0.26617516597410895,0.2978120347945035,0.12227899701112964,0.23345931164513212,0.1886083840385795,0.14854397775557665,0.31967673889163756,0.3017029371721143,0.24138193104709232,0.19609259225558706,0.3270248673897983,0.2386634860281816,0.3102769582296477,0.24591540137675746,0.22150562347019634,0.30754038676705797,0.30140128385331627,0.14461451843272152,0.26336559079222466,0.30240313626150167,0.33120552719936447,0.23402777931329644,0.3533902162493338,0.33600442782192774,0.10285882219856123,0.16961338288818967,0.197951895616224,0.18877260556210604,0.15679537687632955,0.3490827646254036,0.09196009797434057,0.26945611320376484,0.18376527298194256,0.36548045559413367,0.24370871833797716,0.19311496169316344,0.27613725729128025,0.273690618275646,0.16428218516819282,0.3272066315985659,0.34630405388484015
meander,0.48427719294399174,0.09586409713301773,0.3541441234874143,0.0,0.4831048679016944,0.08223422828074596,0.0,0.29417420270727607,0.1254363015010636,0.18367958959266129,0.0,0.27565375132426,0.42435111007278026,0.328144227764175,0.2541278053393863,0.2080125735844609,0.0,0.2567762955065478,0.4841019894329273,0.15585730003983936,0.1153846153846154,0.22853696777642007,0.0,0.25214931660623663,0.0,0.0,0.0,0.0,0.0,0.374775393280517,0.13074409009212265,0.29855137584330066,0.0,0.2631174057921088,0.1469035864957086,0.1773937187967248,1.0,0.300723764622445,0.23898134384466313,0.063077570029677,0.15500754101325173,0.3587904110458194,0.15866576560438356,0.11053141892754174,0.2631174057921088,0.0,0.0,0.08972229068318688,0.0,0.2684155938629339,0.11766968108291043,0.3406925719346235,0.24700754700801233,0.3521998376386248,0.4065990875081381,0.12725695259515557,0.2521581132158499,0.12267912301642964,0.05797169096162336,0.3161314537852946,0.2558497219553912,0.2036826042752698,0.14811930420224234,0.3627037339954541,0.2572501268853685,0.2748155543830812,0.20427873997794319,0.1536820512353484,0.27367793476630004,0.2596265620319328,0.08734476504760122,0.26919274228577295,0.17986183630053057,0.2670449182096246,0.304443759210249,0.32837202434063284,0.2867876156822879,0.0,0.13238873449220642,0.07725393039369073,0.14734312783348086,0.24476773194918958,0.34018683010133954,0.0,0.2767358114268411,0.13189401627938682,0.32040460077127225,0.10567918985349568,0.1586657656043834,0.24684068995666952,0.23913177417877995,0.1687204764996929,0.3310680660707336,0.27283956384765473
ride,0.6187176183742868,0.18498359483432564,0.37984840938811615,0.058976782461958865,0.37114784741081464,0.2998486638515654,0.00932504808240314,0.3243723035407738,0.3080603605963465,0.23199463419976524,0.11162416509613685,0.3453984742938781,0.4187788749572267,0.5869156124902253,0.3668268975211206,0.17723725194851359,0.0,0.3346145150856493,0.5736041972151897,0.2851257969055452,0.09831353843426087,0.4870616982928313,0.022291128503014117,0.25275763912268084,0.0,0.03806934938134406,0.215264192955723,0.029488391230979433,0.0884651736929383,0.6375818770492728,0.322734059583497,0.6153456187382913,0.034050261230349946,0.22418936095456762,0.13547735867375393,0.2800691614188639,0.300723764622445,1.0000000000000002,0.6066070501928275,0.3066642765480594,0.36255684327623516,0.48399423113888335,0.23459661788382563,0.35455386036214315,0.2505645798903991,0.06810052246069988,0.0,0.1349081251239864,0.058976782461958865,0.5782112388226648,0.15333963440109308,0.42360934335351674,0.4739837753875368,0.4599561101701134,0.5802247751755814,0.27266797774391577,0.3879476339335481,0.19676014780843068,0.2673131322617946,0.573804739705063,0.5685913049352347,0.3879305971231647,0.41944653411199734,0.6212570754963378,0.4783947116590173,0.5506832072646858,0.446247483238136,0.4140169448131079,0.5095088305110951,0.5553832801757771,0.2939843904025645,0.49552837222975427,0.49006253171496356,0.5809881961305369,0.4272495424657378,0.6160346986361981,0.5370910196266931,0.25708355455569015,0.33508802513665514,0.29814519067501116,0.38893964748590115,0.29647454728970496,0.5831711618564012,0.15289587514051792,0.34398027807492365,0.267729739470301,0.627664959864317,0.38022791707224135,0.3419543921696437,0.5054337117445816,0.4035096302533664,0.3500939723469747,0.5380982853509376,0.5649955768471805
go,0.779644992300177,0.26851894084076594,0.39897657403675135,0.021205702298421256,0.42804272306961544,0.5025481084479686,0.005747855883983896,0.20789161717559407,0.35022152954705826,0.30905072240232956,0.37859516086488726,0.3370913128245634,0.3723748124859882,0.7784968957494518,0.4859097948503781,0.15182129593724783,0.0037867325532895094,0.27880468289617477,0.6342756363600578,0.19882035784936136,0.11154443084359356,0.6302279766329366,0.10104627639952542,0.27405124449949514,0.0034980336943853073,0.012123853748756923,0.314270322098719,0.012874890681184335,0.05699032492700712,0.7726404290353517,0.4531035874041635,0.8984080782885189,0.034105828520256745,0.1984756544574112,0.13195425892122367,0.3121524879992268,0.23898134384466313,0.6066070501928275,0.999999999999963,0.4406510649933696,0.547629278631395,0.4588544965679312,0.29359667516047994,0.615458598067315,0.19508869789670452,0.02448623586069715,0.01211754417052643,0.11884359366524658,0.02347774183039496,0.7434687043103598,0.22871864621868646,0.5128547386948109,0.6380970391150413,0.552238313739358,0.7546758507063622,0.3734877948319412,0.4813143836772502,0.2864626423291167,0.433712183415542,0.8445080323651343,0.8438062932147539,0.6049676754554715,0.6389512717584614,0.8642198448884824,0.7147779847372422,0.848129232395237,0.7209213838331117,0.6499076074333153,0.7987551409086331,0.8162147335910411,0.4273349668695131,0.7325034950573347,0.7968576075667586,0.8848545177656476,0.5795532522472315,0.8342020668772245,0.7955937133812288,0.48790664325329647,0.5895551178576308,0.505675123610261,0.5950460776186918,0.35934325824870544,0.8351990688650728,0.347406734446124,0.4373740784777435,0.4450344025868394,0.8502376558229513,0.5901182842428015,0.552523412506357,0.7701407165327055,0.5425846783110606,0.5526464240114688,0.6699002621779786,0.8320648618869877
chase,0.34055681057173937,0.1717760217882903,0.15488061853247326,0.0,0.1774422120358496,0.24725344897659107,0.0,0.10721125348377947,0.1371450962647483,0.11045379274027595,0.09838379358865634,0.11720509341348333,0.13948223850439623,0.3468155453777396,0.20375611685360057,0.03790490217894516,0.0,0.11697706772393272,0.25086153442065534,0.07100238714038415,0.042051713353118,0.3313488804436152,0.0,0.07657946677412819,0.0,0.02768182661791332,0.2260955047175386,0.0,0.053605626741889734,0.31609951662411784,0.2799404952076463,0.4439858709532573,0.0,0.047946330148538406,0.19273948230771043,0.25860327353409435,0.063077570029677,0.3066642765480594,0.4406510649933696,0.9999999999999993,0.22126118160341318,0.19053674775607454,0.10119453729458626,0.28198082307876604,0.047946330148538406,0.061898446059017266,0.0,0.0326991257596857,0.0,0.42223849342760583,0.21442250696755896,0.24355400840103245,0.282924561997295,0.2195797239214896,0.31034824760349733,0.20870354281618947,0.18963599124279545,0.17884073360395836,0.17958525791064456,0.3842165611426577,0.444495451118889,0.28764805028917373,0.2968999615665883,0.41305653450444024,0.3022769275457372,0.4157044283817993,0.3371276172979674,0.3675600090701211,0.3911546280260886,0.4119528865683171,0.198341839224567,0.32553621871329375,0.4209105479599091,0.4198998176295309,0.23775851718273702,0.41183365287108675,0.37518797760150124,0.21131926794080724,0.2593374808960837,0.2533954906327426,0.27744449815675104,0.13380773252626182,0.3925560932360026,0.17984519167827134,0.2319684859988365,0.18476342949062569,0.4232944196335384,0.3590109871423005,0.2746708869424482,0.38397834485889437,0.28759876349171387,0.2890023936666782,0.30164288732018174,0.41069332194825964
rush,0.46470289993732244,0.16097962798714976,0.219905342745768,0.008782071959784494,0.27481197326331397,0.25777116037239917,0.005554269993683528,0.15807729527612088,0.2527664444431974,0.18917877185794274,0.14707642029973705,0.23453149578825386,0.2614637349861252,0.5147197828853223,0.33001512845999387,0.10246273348792548,0.008782071959784494,0.2548818935903236,0.38602764274955065,0.14191208936825983,0.05511379236026728,0.3168051871716661,0.006638622400418115,0.18191434773839305,0.0,0.022675212296960318,0.1695321830608745,0.004391035979892247,0.0,0.47054725096327477,0.38397170179724405,0.5145694041055868,0.005070331610024241,0.12567878326638673,0.08025570142675896,0.16814128962310446,0.15500754101325173,0.36255684327623516,0.547629278631395,0.22126118160341318,0.9999999999999976,0.2956257882177518,0.22262477619933035,0.45206274591398954,0.16888086501420718,0.01014066322004848,0.0,0.08571221877921223,0.017564143919568988,0.4248574283358968,0.1299746650048105,0.3203801680902027,0.37396670870871196,0.3017848668629074,0.5156498403825834,0.22651779081242898,0.24267645266788151,0.15381984146772854,0.323630900172058,0.4427230773681003,0.4755529596802621,0.31961147151771163,0.31911022158522356,0.4707224107311573,0.3588304595124557,0.43931837359326187,0.34501959438565133,0.3208674469263337,0.4166305045260523,0.4047505506500058,0.21632468717875525,0.3817239090726637,0.3963422784649715,0.4640928431666841,0.34147364521520923,0.47392896790131456,0.4113090520200891,0.2263608334235802,0.30432256953606923,0.2629164996117264,0.3031423093217572,0.18998526453490516,0.4417729901155834,0.14597862260834582,0.27593337723120476,0.23883229749483922,0.448460858465332,0.2768401059073238,0.2865701906395633,0.38552504609168387,0.28484105653162306,0.2644353447169932,0.35121636811712015,0.4314852476667861
arrive,0.5824332885492616,0.16324032580401016,0.4027308381285522,0.0,0.36616679510529737,0.15890470596736406,0.01652949012268216,0.33976044276805595,0.2228835993459966,0.1958244984820156,0.1498969063804241,0.33469666553985467,0.4316499541060281,0.5039378468439316,0.38833408329419206,0.2217663812863719,0.0,0.2851607961788146,0.5571040305648555,0.23539701235844962,0.19477193742487336,0.37165124950870476,0.0,0.3285595490504277,0.0,0.013496272169648603,0.09327394470282502,0.0,0.03920312801169876,0.5194222432329332,0.32524076572668603,0.4927788105568312,0.0,0.2571385202167015,0.2088224842293957,0.2127633810923067,0.3587904110458194,0.48399423113888335,0.4588544965679312,0.19053674775607454,0.2956257882177518,1.0000000000000007,0.27487973254160825,0.33060600743894497,0.30389097843791996,0.04526787302125926,0.052270837348931676,0.11956841948700296,0.026135418674465838,0.462825262862268,0.20908334939572673,0.3527417148683649,0.3636595931924239,0.43138852048471116,0.5418543138836283,0.22894513699784322,0.3256417619986027,0.16348834533127726,0.1545119593021981,0.4571526389024879,0.47698439566468154,0.3031053675510138,0.2829273942432923,0.5342949692766427,0.38853432776115643,0.4272024424758872,0.30407810012891934,0.30208649098202933,0.35417089501982985,0.4319792396297536,0.20952001748760762,0.3652622750599066,0.32777708039263553,0.41501044613138044,0.3979890626350514,0.48248496619923215,0.415925479128652,0.05943962929568425,0.27052271869375377,0.14413344109245851,0.29017176546305273,0.2682004545423623,0.47452060273855867,0.07174105169220177,0.32945419226356604,0.18675410960170905,0.47979454396080784,0.2514881834514406,0.3171689221633939,0.39046366972894475,0.34700600298695855,0.34176494654736717,0.4538035447716104,0.4119668836682592
stumble,0.329873023927877,0.09886727737629109,0.21102672654165874,0.0,0.22316969732630335,0.1696208382576527,0.04264014327112209,0.13483997249264842,0.14373989364401724,0.1515470460848165,0.10827043935570553,0.16846772605706453,0.19204673326997032,0.33305234628770475,0.24461638895958185,0.09534625892455922,0.0,0.2059714602177749,0.3033744602145067,0.14287992527381863,0.15866576560438356,0.2345578240337192,0.0,0.23115423855882583,0.0,0.0,0.13124359177794215,0.0,0.0,0.29203443243783805,0.3146266024828462,0.2892038384558794,0.0,0.12060453783110545,0.07406945584569127,0.08131156281817417,0.15866576560438356,0.23459661788382563,0.29359667516047994,0.10119453729458626,0.22262477619933035,0.27487973254160825,1.0000000000000002,0.17732413898671445,0.18090680674665816,0.0,0.0,0.10281451514408312,0.0,0.2278622423359082,0.13483997249264842,0.18018749253911182,0.2183534315267706,0.23807430601615864,0.33494198098372824,0.13124359177794215,0.1819924206524339,0.05623215571155334,0.19929265914581165,0.25875797972385606,0.2505104316937464,0.18672308111964211,0.1301284699594291,0.30633164109250727,0.21956617172821802,0.23511378124454124,0.17490272085161426,0.18491260908505724,0.1919461840681104,0.24327099656470672,0.09239082678541763,0.21312693171372066,0.17026685983469633,0.23503683787208815,0.229256124435439,0.253338002326502,0.24613665553753142,0.03066657580287297,0.13653613945140902,0.07082142317965112,0.16321523961962794,0.14959151840135318,0.2526518293257882,0.041125806057633246,0.19027016402415686,0.10201944222407894,0.2601396838584881,0.13493981698799742,0.1636363636363635,0.2249078292358777,0.16076176955107335,0.15467205622243657,0.2601444518908886,0.2320896922011124
hurry,0.4904785741310471,0.17856213257576523,0.2412433456170135,0.0626224291085149,0.2386235036005217,0.3151014857911172,0.0,0.09393364366277236,0.2002672011879571,0.2111446029233359,0.1580322758375589,0.24449950831198297,0.22383363456421312,0.5059411612414082,0.3083559736683026,0.0664211164155071,0.0,0.16398401233815746,0.36390720751283884,0.09123997699546384,0.03684380630918058,0.31833944112581075,0.0,0.14313698081946263,0.0,0.06467616667635541,0.17269789055894325,0.03131121455425745,0.0,0.5003372918158735,0.41400383688407066,0.6073332945146811,0.0,0.1120224067222407,0.06254429753834129,0.1510509824098721,0.11053141892754174,0.35455386036214315,0.615458598067315,0.28198082307876604,0.45206274591398954,0.33060600743894497,0.17732413898671445,0.9999999999999979,0.08401680504168053,0.036155076303109324,0.0,0.03819932363921364,0.03131121455425745,0.46440059997234234,0.17534280150384174,0.2970737301082815,0.405631120612448,0.3013728408356201,0.5487254864234207,0.3352370816732427,0.2682429195101468,0.16974982846110498,0.382563019796403,0.5176429366421865,0.5282446696953343,0.3685515055385158,0.38099891961363164,0.5199439934034608,0.39938642214577447,0.5000876838065355,0.4159877913066987,0.3741791467523169,0.47870877773925097,0.4594394869854767,0.30679349706097514,0.4167599461365152,0.4744523821425005,0.53140283908964,0.44903076686783255,0.4948839102002995,0.46166436322186905,0.2848436459479423,0.35932426031459785,0.3371318391132479,0.34763668870848907,0.17368336857296862,0.48599920015272036,0.16234712546665797,0.29455112945626194,0.26848613679985445,0.48751955628884946,0.32539568672798425,0.3377602647365987,0.4383129738121056,0.27658521463826347,0.30528962377710256,0.35993213519085127,0.4971987558077469
dart,0.34873323431414716,0.2186037754007671,0.3230291412348993,0.0,0.20655911179772896,0.04688072309384954,0.0,0.22360679774997896,0.09534625892455922,0.12565617248750865,0.0512989176042577,0.27937211830783126,0.5267061370809241,0.27793404554302886,0.19316685232156383,0.15811388300841894,0.0,0.39036002917941326,0.3679741277286842,0.11846977555181848,0.43852900965351466,0.241690188415395,0.0,0.5111012519999519,0.0,0.0,0.29019050004400465,0.0,0.0,0.2848731289002067,0.14907119849998593,0.22068366146401852,0.0,0.19999999999999998,0.133996687345066,0.13483997249264842,0.2631174057921088,0.2505645798903991,0.19508869789670452,0.047946330148538406,0.16888086501420718,0.30389097843791996,0.18090680674665816,0.08401680504168053,0.9999999999999999,0.0,0.0,0.2727977357881894,0.0,0.24358354468572285,0.17888543819998318,0.2091650066335189,0.18775462327503717,0.26620906040863496,0.3673766051447084,0.07254762501100116,0.20014124295545777,0.0932504808240314,0.26439158954353903,0.2510244155994181,0.20160309238189494,0.15482259994323683,0.15011732500816014,0.27929526266660837,0.1955401818522215,0.2136395055972169,0.1494162711804585,0.13141837357302813,0.18045736228188156,0.19734655048785776,0.06128514130358956,0.20461796624618925,0.1394099423719385,0.2060636482150307,0.23141286171755018,0.25685698876920326,0.23001927962496224,0.0,0.10063092108532556,0.05872202195147035,0.11199800894198378,0.18605210188381271,0.25797191307062806,0.0,0.21035158095583562,0.09398894754961407,0.24216118969855435,0.06885303726590968,0.12060453783110534,0.1922040800216362,0.18176811485266764,0.1282472940106443,0.2516504486459654,0.20546076803966773
speed,0.012138086680102245,0.015678681139726616,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.03311330892662608,0.0,0.0,0.03220101499198902,0.0249377334026908,0.0,0.0,0.0,0.022268088570756166,0.0,0.0,0.024376616527983265,0.0,0.0,0.0,0.0,0.0,0.0,0.0721687836487032,0.005253851828630949,0.0,0.009310502675710446,0.0,0.0,0.0,0.04351941398892445,0.0,0.06810052246069988,0.02448623586069715,0.061898446059017266,0.01014066322004848,0.04526787302125926,0.0,0.036155076303109324,0.0,0.9999999999999992,0.0,0.0,0.0,0.020158013076452444,0.0,0.0,0.017313584026611102,0.026212455700987302,0.016938612779900872,0.046829290579084686,0.026658381246361433,0.0,0.02844400619942871,0.008309516077846114,0.01577384685533322,0.0,0.0,0.0026128161859478266,0.00870487204400027,0.0022983951313055753,0.0,0.009425577263592643,0.008089217115951917,0.011265486105580955,0.0,0.0,0.0071730147779284865,0.013792262328628556,0.0,0.011802745557662319,0.008733929797001034,0.0,0.0,0.0,0.036147201953391044,0.0,0.004723975995800518,0.0,0.02715627232967841,0.0,0.008485637543431068,0.0,0.0389249472080761,0.005907961912673925,0.007822054241065541,0.0,0.011602833293707723,0.01681153801936517
