Checkpoint,allocate,allot,ask,assign,award,bequeath,cede,deliver,deny,dictate,explain,feed,forward,give,grant,guarantee,issue,lease,mail,offer,pass,pay,present,promise,read,refund,relay,rent,sell,show,teach,tell,trade,transfer,yield
12100,0.29411764705882354,0.1,0.6,0.7857142857142857,0.5588235294117647,0.3333333333333333,0.36666666666666664,0.3125,0.27586206896551724,0.7272727272727273,0.06976744186046512,0.4666666666666667,0.4,0.5757575757575758,0.2558139534883721,0.0,0.13333333333333333,0.7368421052631579,0.6428571428571429,0.15,0.7,0.38235294117647056,0.4857142857142857,0.15789473684210525,0.3142857142857143,0.0,0.43333333333333335,0.75,0.6097560975609756,0.75,0.6774193548387096,0.46153846153846156,0.26666666666666666,0.6666666666666666,0.1
12200,0.23529411764705882,0.1,0.6,0.5714285714285714,0.5588235294117647,0.0,0.23333333333333334,0.09375,0.13793103448275862,0.45454545454545453,0.09302325581395349,0.3333333333333333,0.3,0.5757575757575758,0.18604651162790697,0.0,0.1111111111111111,0.5263157894736842,0.6428571428571429,0.1,0.7333333333333333,0.23529411764705882,0.42857142857142855,0.10526315789473684,0.34285714285714286,0.0,0.26666666666666666,0.625,0.5365853658536586,0.5625,0.5483870967741935,0.5384615384615384,0.26666666666666666,0.5555555555555556,0.1
12300,0.11764705882352941,0.0,0.2,0.5,0.35294117647058826,0.0,0.3,0.09375,0.034482758620689655,0.5454545454545454,0.046511627906976744,0.3333333333333333,0.3,0.5151515151515151,0.16279069767441862,0.0,0.06666666666666667,0.6578947368421053,0.6428571428571429,0.1,0.43333333333333335,0.2647058823529412,0.2857142857142857,0.15789473684210525,0.2857142857142857,0.0,0.16666666666666666,0.6666666666666666,0.4878048780487805,0.5625,0.6451612903225806,0.23076923076923078,0.26666666666666666,0.5,0.1
12400,0.29411764705882354,0.1,0.0,0.7142857142857143,0.6176470588235294,0.0,0.3,0.15625,0.1724137931034483,0.45454545454545453,0.06976744186046512,0.26666666666666666,0.4,0.5757575757575758,0.3488372093023256,0.0,0.13333333333333333,0.7368421052631579,0.6428571428571429,0.175,0.6,0.5294117647058824,0.4857142857142857,0.21052631578947367,0.34285714285714286,0.0,0.4,0.75,0.6829268292682927,0.6875,0.6451612903225806,0.3076923076923077,0.3333333333333333,0.6111111111111112,0.1
12500,0.17647058823529413,0.1,0.6,0.42857142857142855,0.5588235294117647,0.0,0.4,0.15625,0.1724137931034483,0.45454545454545453,0.06976744186046512,0.26666666666666666,0.4,0.5151515151515151,0.37209302325581395,0.0,0.08888888888888889,0.6052631578947368,0.6428571428571429,0.1,0.4666666666666667,0.4411764705882353,0.45714285714285713,0.05263157894736842,0.3142857142857143,0.0,0.26666666666666666,0.625,0.5121951219512195,0.625,0.5806451612903226,0.23076923076923078,0.26666666666666666,0.5555555555555556,0.1
12600,0.11764705882352941,0.1,0.6,0.5,0.23529411764705882,0.0,0.06666666666666667,0.1875,0.13793103448275862,0.36363636363636365,0.06976744186046512,0.3333333333333333,0.2,0.45454545454545453,0.16279069767441862,0.0,0.08888888888888889,0.5263157894736842,0.6428571428571429,0.1,0.43333333333333335,0.4117647058823529,0.37142857142857144,0.15789473684210525,0.34285714285714286,0.0,0.3333333333333333,0.4166666666666667,0.4146341463414634,0.59375,0.5161290322580645,0.46153846153846156,0.26666666666666666,0.2222222222222222,0.0
12700,0.29411764705882354,0.1,0.4,0.7857142857142857,0.6176470588235294,0.3333333333333333,0.5666666666666667,0.21875,0.3793103448275862,0.5454545454545454,0.09302325581395349,0.5333333333333333,0.4,0.6060606060606061,0.32558139534883723,0.0,0.1111111111111111,0.7631578947368421,0.7142857142857143,0.225,0.7,0.5,0.6,0.15789473684210525,0.45714285714285713,0.0,0.4,0.8333333333333334,0.8536585365853658,0.78125,0.7741935483870968,0.6153846153846154,0.4,0.7222222222222222,0.1
12800,0.23529411764705882,0.1,0.4,0.7857142857142857,0.6176470588235294,0.3333333333333333,0.3,0.25,0.3448275862068966,0.6363636363636364,0.16279069767441862,0.4666666666666667,0.4,0.6060606060606061,0.2558139534883721,0.0,0.1111111111111111,0.7631578947368421,0.7142857142857143,0.15,0.8666666666666667,0.6176470588235294,0.5142857142857142,0.2631578947368421,0.4,0.0,0.6,0.75,0.7073170731707317,0.71875,0.7096774193548387,0.46153846153846156,0.26666666666666666,0.6111111111111112,0.1
12900,0.29411764705882354,0.1,0.6,0.7142857142857143,0.5,0.0,0.1,0.125,0.13793103448275862,0.45454545454545453,0.06976744186046512,0.3333333333333333,0.4,0.5454545454545454,0.3023255813953488,0.0,0.13333333333333333,0.7631578947368421,0.6428571428571429,0.175,0.6666666666666666,0.4411764705882353,0.42857142857142855,0.15789473684210525,0.34285714285714286,0.0,0.4666666666666667,0.9166666666666666,0.6585365853658537,0.6875,0.6451612903225806,0.5384615384615384,0.2,0.5,0.1
13000,0.29411764705882354,0.1,0.4,0.7142857142857143,0.5882352941176471,0.3333333333333333,0.3333333333333333,0.125,0.3793103448275862,0.7272727272727273,0.046511627906976744,0.26666666666666666,0.4,0.5757575757575758,0.3488372093023256,0.0,0.15555555555555556,0.7368421052631579,0.7142857142857143,0.2,0.6333333333333333,0.3235294117647059,0.45714285714285713,0.21052631578947367,0.34285714285714286,0.0,0.5,0.75,0.6097560975609756,0.6875,0.6451612903225806,0.46153846153846156,0.26666666666666666,0.4444444444444444,0.1
13100,0.29411764705882354,0.1,0.6,0.7142857142857143,0.6176470588235294,0.3333333333333333,0.36666666666666664,0.25,0.41379310344827586,0.6363636363636364,0.20930232558139536,0.4,0.4,0.5757575757575758,0.3953488372093023,0.0,0.13333333333333333,0.7368421052631579,0.7142857142857143,0.275,0.7333333333333333,0.5294117647058824,0.6,0.21052631578947367,0.5714285714285714,0.0,0.5333333333333333,0.7083333333333334,0.7317073170731707,0.71875,0.6774193548387096,0.7692307692307693,0.3333333333333333,0.6111111111111112,0.2
13200,0.23529411764705882,0.1,0.4,0.42857142857142855,0.38235294117647056,0.3333333333333333,0.2,0.15625,0.13793103448275862,0.5454545454545454,0.09302325581395349,0.26666666666666666,0.4,0.42424242424242425,0.11627906976744186,0.0,0.08888888888888889,0.6578947368421053,0.7142857142857143,0.075,0.5666666666666667,0.2647058823529412,0.45714285714285713,0.10526315789473684,0.2857142857142857,0.0,0.4,0.5,0.5609756097560976,0.53125,0.4838709677419355,0.46153846153846156,0.26666666666666666,0.5555555555555556,0.1
13300,0.4117647058823529,0.1,0.2,0.6428571428571429,0.7352941176470589,0.0,0.3,0.1875,0.27586206896551724,0.5454545454545454,0.18604651162790697,0.5333333333333333,0.4,0.5454545454545454,0.32558139534883723,0.0,0.1111111111111111,0.7894736842105263,0.7857142857142857,0.175,0.7333333333333333,0.6176470588235294,0.6285714285714286,0.10526315789473684,0.3142857142857143,0.0,0.4,0.875,0.7317073170731707,0.71875,0.4838709677419355,0.6153846153846154,0.26666666666666666,0.7777777777777778,0.1
13400,0.4117647058823529,0.1,0.6,0.8571428571428571,0.7352941176470589,0.0,0.5,0.28125,0.3448275862068966,0.9090909090909091,0.3023255813953488,0.4666666666666667,0.4,0.5757575757575758,0.2558139534883721,0.0,0.13333333333333333,0.7631578947368421,0.7857142857142857,0.325,0.6333333333333333,0.5588235294117647,0.6285714285714286,0.21052631578947367,0.45714285714285713,0.0,0.5333333333333333,0.9583333333333334,0.7560975609756098,0.875,0.7096774193548387,0.6923076923076923,0.6,0.6666666666666666,0.1
13500,0.29411764705882354,0.1,0.4,0.7857142857142857,0.6764705882352942,0.3333333333333333,0.5333333333333333,0.21875,0.3103448275862069,0.9090909090909091,0.23255813953488372,0.4,0.4,0.5757575757575758,0.32558139534883723,0.0,0.13333333333333333,0.7368421052631579,0.7142857142857143,0.25,0.5333333333333333,0.5588235294117647,0.5428571428571428,0.2631578947368421,0.34285714285714286,0.0,0.4,0.75,0.7560975609756098,0.78125,0.6129032258064516,0.6923076923076923,0.4,0.6111111111111112,0.1
13600,0.17647058823529413,0.1,0.2,0.42857142857142855,0.4411764705882353,0.3333333333333333,0.16666666666666666,0.125,0.034482758620689655,0.45454545454545453,0.06976744186046512,0.2,0.4,0.45454545454545453,0.11627906976744186,0.0,0.044444444444444446,0.6052631578947368,0.6428571428571429,0.05,0.5,0.23529411764705882,0.42857142857142855,0.05263157894736842,0.3142857142857143,0.0,0.23333333333333334,0.5,0.4878048780487805,0.53125,0.45161290322580644,0.5384615384615384,0.26666666666666666,0.5,0.0
13700,0.17647058823529413,0.1,0.4,0.7857142857142857,0.6764705882352942,0.3333333333333333,0.36666666666666664,0.34375,0.3793103448275862,0.5454545454545454,0.16279069767441862,0.4666666666666667,0.4,0.5757575757575758,0.46511627906976744,0.0,0.15555555555555556,0.7368421052631579,0.7142857142857143,0.275,0.8,0.5882352941176471,0.6,0.15789473684210525,0.5142857142857142,0.0,0.4,0.7083333333333334,0.6341463414634146,0.8125,0.6129032258064516,0.7692307692307693,0.4,0.7222222222222222,0.1
13800,0.35294117647058826,0.1,0.2,0.6428571428571429,0.5294117647058824,0.3333333333333333,0.43333333333333335,0.125,0.27586206896551724,0.6363636363636364,0.09302325581395349,0.4,0.4,0.48484848484848486,0.3023255813953488,0.0,0.08888888888888889,0.7105263157894737,0.7142857142857143,0.25,0.6,0.47058823529411764,0.45714285714285713,0.15789473684210525,0.2857142857142857,0.0,0.4,0.7083333333333334,0.7073170731707317,0.6875,0.6129032258064516,0.5384615384615384,0.26666666666666666,0.5,0.1
13900,0.29411764705882354,0.1,0.6,0.5714285714285714,0.5588235294117647,0.3333333333333333,0.3333333333333333,0.125,0.3103448275862069,0.6363636363636364,0.046511627906976744,0.5333333333333333,0.4,0.5454545454545454,0.3488372093023256,0.0,0.1111111111111111,0.6842105263157895,0.7142857142857143,0.125,0.7,0.6470588235294118,0.4,0.21052631578947367,0.37142857142857144,0.0,0.3333333333333333,0.7916666666666666,0.6341463414634146,0.625,0.6129032258064516,0.5384615384615384,0.4,0.5555555555555556,0.0
14000,0.47058823529411764,0.1,0.6,0.7857142857142857,0.5882352941176471,0.6666666666666666,0.3333333333333333,0.1875,0.3103448275862069,0.7272727272727273,0.2558139534883721,0.6,0.4,0.5757575757575758,0.37209302325581395,0.0,0.15555555555555556,0.6842105263157895,0.7142857142857143,0.3,0.7666666666666667,0.5882352941176471,0.4,0.3157894736842105,0.4857142857142857,0.0,0.4,0.9166666666666666,0.7560975609756098,0.75,0.6774193548387096,0.6923076923076923,0.4666666666666667,0.6666666666666666,0.1
14100,0.35294117647058826,0.1,0.6,0.5,0.5588235294117647,0.3333333333333333,0.3,0.15625,0.3103448275862069,0.6363636363636364,0.23255813953488372,0.5333333333333333,0.4,0.6060606060606061,0.37209302325581395,0.0,0.08888888888888889,0.6842105263157895,0.7142857142857143,0.225,0.8,0.5588235294117647,0.5142857142857142,0.3157894736842105,0.4,0.0,0.43333333333333335,0.7083333333333334,0.5609756097560976,0.78125,0.6129032258064516,0.6923076923076923,0.3333333333333333,0.6111111111111112,0.1
14200,0.29411764705882354,0.1,0.6,0.7142857142857143,0.5,0.3333333333333333,0.3,0.125,0.3448275862068966,0.2727272727272727,0.06976744186046512,0.26666666666666666,0.4,0.5757575757575758,0.27906976744186046,0.0,0.08888888888888889,0.7105263157894737,0.7142857142857143,0.125,0.6,0.35294117647058826,0.2857142857142857,0.15789473684210525,0.2857142857142857,0.0,0.3333333333333333,0.7083333333333334,0.5853658536585366,0.59375,0.6129032258064516,0.6153846153846154,0.26666666666666666,0.6111111111111112,0.0
14300,0.35294117647058826,0.1,0.6,0.5714285714285714,0.6470588235294118,0.3333333333333333,0.2,0.15625,0.41379310344827586,0.6363636363636364,0.09302325581395349,0.6,0.4,0.6060606060606061,0.37209302325581395,0.0,0.13333333333333333,0.7631578947368421,0.7142857142857143,0.225,0.8333333333333334,0.4411764705882353,0.5714285714285714,0.15789473684210525,0.5142857142857142,0.0,0.43333333333333335,0.8333333333333334,0.6829268292682927,0.78125,0.7096774193548387,0.7692307692307693,0.5333333333333333,0.7222222222222222,0.1
14400,0.35294117647058826,0.1,0.6,0.7142857142857143,0.7058823529411765,0.3333333333333333,0.26666666666666666,0.1875,0.41379310344827586,0.7272727272727273,0.11627906976744186,0.6,0.4,0.5757575757575758,0.32558139534883723,0.0,0.13333333333333333,0.7631578947368421,0.7857142857142857,0.325,0.8666666666666667,0.5882352941176471,0.5142857142857142,0.2631578947368421,0.5428571428571428,0.0,0.4666666666666667,0.7083333333333334,0.6829268292682927,0.75,0.6774193548387096,0.6923076923076923,0.5333333333333333,0.6666666666666666,0.1
14500,0.35294117647058826,0.1,0.6,0.7142857142857143,0.5882352941176471,0.6666666666666666,0.23333333333333334,0.1875,0.4827586206896552,0.5454545454545454,0.23255813953488372,0.5333333333333333,0.4,0.5757575757575758,0.37209302325581395,0.0,0.15555555555555556,0.7631578947368421,0.7857142857142857,0.375,0.8333333333333334,0.6176470588235294,0.6,0.3684210526315789,0.5428571428571428,0.0,0.4,0.7083333333333334,0.8780487804878049,0.78125,0.6774193548387096,0.7692307692307693,0.4,0.7222222222222222,0.1
14600,0.23529411764705882,0.1,0.4,0.6428571428571429,0.5294117647058824,0.0,0.1,0.15625,0.3793103448275862,0.5454545454545454,0.11627906976744186,0.5333333333333333,0.4,0.5454545454545454,0.23255813953488372,0.0,0.08888888888888889,0.6578947368421053,0.7142857142857143,0.25,0.6666666666666666,0.5,0.4857142857142857,0.21052631578947367,0.3142857142857143,0.0,0.3,0.75,0.6585365853658537,0.75,0.5161290322580645,0.6153846153846154,0.4,0.6111111111111112,0.1
14700,0.23529411764705882,0.1,0.2,0.2857142857142857,0.4117647058823529,0.3333333333333333,0.3,0.15625,0.4482758620689655,0.6363636363636364,0.20930232558139536,0.4,0.4,0.45454545454545453,0.2558139534883721,0.0,0.06666666666666667,0.7105263157894737,0.6428571428571429,0.15,0.6,0.38235294117647056,0.4,0.10526315789473684,0.2571428571428571,0.0,0.23333333333333334,0.6666666666666666,0.5853658536585366,0.78125,0.41935483870967744,0.5384615384615384,0.3333333333333333,0.6111111111111112,0.1
14800,0.35294117647058826,0.1,0.2,0.5714285714285714,0.5588235294117647,0.3333333333333333,0.1,0.21875,0.3448275862068966,0.45454545454545453,0.046511627906976744,0.5333333333333333,0.2,0.5757575757575758,0.27906976744186046,0.0,0.06666666666666667,0.7631578947368421,0.6428571428571429,0.125,0.6333333333333333,0.5588235294117647,0.4857142857142857,0.21052631578947367,0.37142857142857144,0.0,0.23333333333333334,0.7916666666666666,0.6585365853658537,0.71875,0.5483870967741935,0.5384615384615384,0.26666666666666666,0.7222222222222222,0.1
14900,0.35294117647058826,0.1,0.2,0.35714285714285715,0.5588235294117647,0.3333333333333333,0.16666666666666666,0.125,0.2413793103448276,0.45454545454545453,0.046511627906976744,0.3333333333333333,0.3,0.48484848484848486,0.18604651162790697,0.0,0.044444444444444446,0.7631578947368421,0.7142857142857143,0.125,0.5666666666666667,0.5,0.2571428571428571,0.15789473684210525,0.37142857142857144,0.0,0.2,0.6666666666666666,0.5853658536585366,0.625,0.4838709677419355,0.3076923076923077,0.26666666666666666,0.3888888888888889,0.0
15000,0.35294117647058826,0.1,0.6,0.7142857142857143,0.5882352941176471,0.3333333333333333,0.3,0.1875,0.3793103448275862,0.5454545454545454,0.27906976744186046,0.4666666666666667,0.4,0.48484848484848486,0.2558139534883721,0.0,0.08888888888888889,0.7631578947368421,0.6428571428571429,0.15,0.6333333333333333,0.5,0.4857142857142857,0.15789473684210525,0.42857142857142855,0.0,0.4,0.625,0.7073170731707317,0.71875,0.5806451612903226,0.6923076923076923,0.4,0.6111111111111112,0.1
15100,0.4117647058823529,0.1,0.6,0.7142857142857143,0.6764705882352942,0.3333333333333333,0.43333333333333335,0.125,0.27586206896551724,0.6363636363636364,0.2558139534883721,0.4666666666666667,0.4,0.5151515151515151,0.23255813953488372,0.0,0.1111111111111111,0.7631578947368421,0.7142857142857143,0.225,0.8,0.5588235294117647,0.5142857142857142,0.21052631578947367,0.37142857142857144,0.0,0.43333333333333335,0.8333333333333334,0.8048780487804879,0.75,0.6129032258064516,0.6153846153846154,0.5333333333333333,0.7222222222222222,0.1
15200,0.29411764705882354,0.1,0.6,0.5714285714285714,0.5588235294117647,0.0,0.26666666666666666,0.21875,0.13793103448275862,0.36363636363636365,0.11627906976744186,0.4666666666666667,0.2,0.42424242424242425,0.13953488372093023,0.0,0.06666666666666667,0.6578947368421053,0.6428571428571429,0.15,0.4666666666666667,0.35294117647058826,0.45714285714285713,0.10526315789473684,0.4,0.0,0.23333333333333334,0.75,0.6341463414634146,0.75,0.7096774193548387,0.6153846153846154,0.26666666666666666,0.3888888888888889,0.0
15300,0.35294117647058826,0.1,0.6,0.7142857142857143,0.5588235294117647,0.3333333333333333,0.4,0.1875,0.3103448275862069,0.6363636363636364,0.2558139534883721,0.4,0.2,0.48484848484848486,0.20930232558139536,0.0,0.1111111111111111,0.7368421052631579,0.6428571428571429,0.275,0.6,0.5588235294117647,0.4857142857142857,0.21052631578947367,0.37142857142857144,0.0,0.3,0.7083333333333334,0.7804878048780488,0.75,0.6451612903225806,0.6153846153846154,0.4,0.6111111111111112,0.1
15400,0.47058823529411764,0.1,0.6,0.8571428571428571,0.6470588235294118,0.3333333333333333,0.3333333333333333,0.28125,0.3793103448275862,0.7272727272727273,0.27906976744186046,0.26666666666666666,0.5,0.5151515151515151,0.23255813953488372,0.0,0.13333333333333333,0.7631578947368421,0.7142857142857143,0.375,0.6,0.5882352941176471,0.5714285714285714,0.21052631578947367,0.45714285714285713,0.0,0.43333333333333335,0.75,0.8292682926829268,0.78125,0.5806451612903226,0.7692307692307693,0.2,0.6666666666666666,0.2
15500,0.17647058823529413,0.1,0.4,0.6428571428571429,0.6176470588235294,0.3333333333333333,0.26666666666666666,0.125,0.3103448275862069,0.09090909090909091,0.11627906976744186,0.4666666666666667,0.4,0.5454545454545454,0.23255813953488372,0.0,0.13333333333333333,0.6578947368421053,0.7142857142857143,0.225,0.5666666666666667,0.5,0.6,0.15789473684210525,0.34285714285714286,0.0,0.43333333333333335,0.5833333333333334,0.7560975609756098,0.84375,0.5161290322580645,0.6923076923076923,0.2,0.6666666666666666,0.1
15600,0.11764705882352941,0.1,0.2,0.5714285714285714,0.38235294117647056,0.0,0.13333333333333333,0.0625,0.20689655172413793,0.2727272727272727,0.046511627906976744,0.26666666666666666,0.3,0.42424242424242425,0.09302325581395349,0.0,0.06666666666666667,0.631578947368421,0.6428571428571429,0.075,0.4666666666666667,0.23529411764705882,0.37142857142857144,0.05263157894736842,0.2571428571428571,0.0,0.3,0.5833333333333334,0.6585365853658537,0.59375,0.3548387096774194,0.46153846153846156,0.2,0.4444444444444444,0.1
15700,0.23529411764705882,0.1,0.6,0.6428571428571429,0.47058823529411764,0.0,0.13333333333333333,0.0625,0.20689655172413793,0.2727272727272727,0.06976744186046512,0.26666666666666666,0.3,0.48484848484848486,0.20930232558139536,0.0,0.06666666666666667,0.5789473684210527,0.6428571428571429,0.225,0.5666666666666667,0.3235294117647059,0.4,0.05263157894736842,0.3142857142857143,0.0,0.3,0.5,0.6341463414634146,0.71875,0.4838709677419355,0.5384615384615384,0.2,0.4444444444444444,0.1
15800,0.11764705882352941,0.1,0.2,0.35714285714285715,0.47058823529411764,0.0,0.06666666666666667,0.0625,0.13793103448275862,0.2727272727272727,0.046511627906976744,0.13333333333333333,0.1,0.48484848484848486,0.13953488372093023,0.0,0.06666666666666667,0.4473684210526316,0.6428571428571429,0.1,0.36666666666666664,0.3235294117647059,0.34285714285714286,0.05263157894736842,0.4,0.0,0.26666666666666666,0.4583333333333333,0.5365853658536586,0.53125,0.3870967741935484,0.38461538461538464,0.26666666666666666,0.2777777777777778,0.1
15900,0.11764705882352941,0.1,0.2,0.5,0.47058823529411764,0.0,0.1,0.15625,0.10344827586206896,0.36363636363636365,0.09302325581395349,0.26666666666666666,0.2,0.48484848484848486,0.23255813953488372,0.0,0.1111111111111111,0.7105263157894737,0.6428571428571429,0.15,0.6666666666666666,0.4411764705882353,0.4857142857142857,0.05263157894736842,0.3142857142857143,0.0,0.3,0.625,0.6829268292682927,0.75,0.4838709677419355,0.3076923076923077,0.3333333333333333,0.5,0.1
16000,0.47058823529411764,0.1,0.2,0.7857142857142857,0.5294117647058824,0.3333333333333333,0.13333333333333333,0.125,0.1724137931034483,0.5454545454545454,0.09302325581395349,0.26666666666666666,0.1,0.48484848484848486,0.20930232558139536,0.0,0.08888888888888889,0.6578947368421053,0.7142857142857143,0.15,0.7,0.4117647058823529,0.37142857142857144,0.10526315789473684,0.37142857142857144,0.0,0.26666666666666666,0.7083333333333334,0.6585365853658537,0.5,0.5483870967741935,0.3076923076923077,0.26666666666666666,0.5555555555555556,0.1
16100,0.4117647058823529,0.1,0.4,0.8571428571428571,0.6176470588235294,0.0,0.16666666666666666,0.25,0.27586206896551724,0.6363636363636364,0.11627906976744186,0.2,0.4,0.5454545454545454,0.23255813953488372,0.0,0.1111111111111111,0.7368421052631579,0.8571428571428571,0.25,0.5333333333333333,0.47058823529411764,0.5142857142857142,0.05263157894736842,0.2857142857142857,0.0,0.4,0.8333333333333334,0.7804878048780488,0.8125,0.5806451612903226,0.6153846153846154,0.26666666666666666,0.4444444444444444,0.2
16200,0.35294117647058826,0.1,0.6,0.8571428571428571,0.5882352941176471,0.3333333333333333,0.5,0.21875,0.3103448275862069,0.5454545454545454,0.20930232558139536,0.3333333333333333,0.4,0.6060606060606061,0.3953488372093023,0.0,0.1111111111111111,0.7631578947368421,0.7857142857142857,0.275,0.6666666666666666,0.47058823529411764,0.6,0.21052631578947367,0.34285714285714286,0.0,0.5,0.7916666666666666,0.8048780487804879,0.78125,0.6451612903225806,0.6923076923076923,0.3333333333333333,0.6666666666666666,0.1
16300,0.29411764705882354,0.1,0.6,0.7857142857142857,0.5588235294117647,0.3333333333333333,0.36666666666666664,0.1875,0.4827586206896552,0.5454545454545454,0.16279069767441862,0.6666666666666666,0.5,0.5454545454545454,0.27906976744186046,0.0,0.1111111111111111,0.7631578947368421,0.7857142857142857,0.225,0.8666666666666667,0.5882352941176471,0.6285714285714286,0.15789473684210525,0.4,0.0,0.5,0.7083333333333334,0.8048780487804879,0.75,0.6129032258064516,0.7692307692307693,0.4,0.7222222222222222,0.1
16400,0.29411764705882354,0.1,0.6,0.7857142857142857,0.6470588235294118,0.0,0.3,0.1875,0.3103448275862069,0.6363636363636364,0.11627906976744186,0.4,0.4,0.48484848484848486,0.2558139534883721,0.0,0.13333333333333333,0.7368421052631579,0.7142857142857143,0.25,0.6,0.5,0.5428571428571428,0.10526315789473684,0.34285714285714286,0.0,0.5,0.75,0.6829268292682927,0.75,0.5806451612903226,0.6153846153846154,0.26666666666666666,0.4444444444444444,0.2
16500,0.5294117647058824,0.2,0.6,0.7857142857142857,0.8823529411764706,0.3333333333333333,0.4666666666666667,0.28125,0.41379310344827586,0.8181818181818182,0.2558139534883721,0.4666666666666667,0.4,0.5454545454545454,0.37209302325581395,0.0,0.15555555555555556,0.7894736842105263,0.8571428571428571,0.325,0.7333333333333333,0.7058823529411765,0.7142857142857143,0.15789473684210525,0.45714285714285713,0.0,0.4,0.9583333333333334,0.8536585365853658,0.78125,0.6451612903225806,0.3076923076923077,0.4,0.6666666666666666,0.2
16600,0.29411764705882354,0.1,0.6,0.7857142857142857,0.7352941176470589,0.6666666666666666,0.4666666666666667,0.25,0.5172413793103449,0.5454545454545454,0.27906976744186046,0.4,0.5,0.5454545454545454,0.37209302325581395,0.0,0.1111111111111111,0.7894736842105263,0.7857142857142857,0.35,0.8,0.7058823529411765,0.6285714285714286,0.2631578947368421,0.5142857142857142,0.0,0.36666666666666664,1.0,0.9024390243902439,0.84375,0.5483870967741935,0.7692307692307693,0.7333333333333333,0.7222222222222222,0.2
16700,0.5294117647058824,0.2,0.6,0.8571428571428571,0.7647058823529411,0.3333333333333333,0.4,0.25,0.6206896551724138,0.5454545454545454,0.11627906976744186,0.5333333333333333,0.6,0.6060606060606061,0.4186046511627907,0.0,0.15555555555555556,0.8157894736842105,0.8571428571428571,0.275,0.8,0.7352941176470589,0.6857142857142857,0.15789473684210525,0.5142857142857142,0.0,0.4666666666666667,1.0,0.8536585365853658,0.875,0.5806451612903226,0.6923076923076923,0.6,0.7777777777777778,0.2
16800,0.29411764705882354,0.1,0.4,0.7857142857142857,0.5588235294117647,0.3333333333333333,0.23333333333333334,0.21875,0.27586206896551724,0.5454545454545454,0.16279069767441862,0.4666666666666667,0.4,0.5454545454545454,0.2558139534883721,0.0,0.08888888888888889,0.7368421052631579,0.7857142857142857,0.275,0.7333333333333333,0.5882352941176471,0.5428571428571428,0.21052631578947367,0.42857142857142855,0.0,0.43333333333333335,0.8333333333333334,0.6585365853658537,0.84375,0.6129032258064516,0.6153846153846154,0.3333333333333333,0.5555555555555556,0.2
16900,0.17647058823529413,0.1,0.4,0.6428571428571429,0.5,0.3333333333333333,0.16666666666666666,0.09375,0.1724137931034483,0.45454545454545453,0.046511627906976744,0.26666666666666666,0.4,0.5757575757575758,0.20930232558139536,0.0,0.06666666666666667,0.5789473684210527,0.6428571428571429,0.1,0.7,0.5588235294117647,0.4,0.05263157894736842,0.2571428571428571,0.0,0.26666666666666666,0.625,0.6341463414634146,0.65625,0.5161290322580645,0.6153846153846154,0.2,0.3888888888888889,0.1
17000,0.23529411764705882,0.1,0.2,0.7142857142857143,0.5294117647058824,0.3333333333333333,0.1,0.09375,0.13793103448275862,0.45454545454545453,0.09302325581395349,0.26666666666666666,0.4,0.48484848484848486,0.18604651162790697,0.0,0.06666666666666667,0.6842105263157895,0.7142857142857143,0.175,0.7,0.5294117647058824,0.45714285714285713,0.21052631578947367,0.45714285714285713,0.0,0.4,0.7916666666666666,0.6341463414634146,0.71875,0.4838709677419355,0.5384615384615384,0.2,0.5555555555555556,0.1
17100,0.4117647058823529,0.1,0.6,0.7857142857142857,0.7058823529411765,0.3333333333333333,0.4666666666666667,0.21875,0.2413793103448276,0.6363636363636364,0.2558139534883721,0.4666666666666667,0.5,0.5454545454545454,0.27906976744186046,0.0,0.15555555555555556,0.7631578947368421,0.8571428571428571,0.3,0.7666666666666667,0.6764705882352942,0.5714285714285714,0.2631578947368421,0.5428571428571428,0.0,0.43333333333333335,0.75,0.8048780487804879,0.875,0.5483870967741935,0.5384615384615384,0.3333333333333333,0.6111111111111112,0.2
17200,0.35294117647058826,0.2,0.6,0.8571428571428571,0.6764705882352942,0.3333333333333333,0.4,0.21875,0.1724137931034483,0.6363636363636364,0.16279069767441862,0.5333333333333333,0.4,0.5454545454545454,0.23255813953488372,0.0,0.13333333333333333,0.7631578947368421,0.8571428571428571,0.175,0.7333333333333333,0.5588235294117647,0.5428571428571428,0.15789473684210525,0.5142857142857142,0.0,0.43333333333333335,0.8333333333333334,0.7804878048780488,0.84375,0.5483870967741935,0.6923076923076923,0.3333333333333333,0.6666666666666666,0.1
17300,0.17647058823529413,0.1,0.4,0.7142857142857143,0.5588235294117647,0.0,0.06666666666666667,0.09375,0.06896551724137931,0.5454545454545454,0.09302325581395349,0.26666666666666666,0.2,0.42424242424242425,0.13953488372093023,0.0,0.044444444444444446,0.6842105263157895,0.6428571428571429,0.075,0.6333333333333333,0.4117647058823529,0.4,0.05263157894736842,0.3142857142857143,0.0,0.23333333333333334,0.625,0.6341463414634146,0.5,0.4838709677419355,0.46153846153846156,0.2,0.6111111111111112,0.0
